,County,Income per Capita,Population,Doses,Doses per Capita
2137,"Sandusky, OH",42188,58518,,
2138,"Scioto, OH",40144,75314,,
2139,"Seneca, OH",40607,55178,,
2140,"Shelby, OH",46739,48590,,
2141,"Stark, OH",46441,370606,,
2142,"Summit, OH",52918,541013,,
2143,"Trumbull, OH",42005,197974,,
2144,"Tuscarawas, OH",45199,91987,,
2145,"Union, OH",59811,58988,,
2146,"Van Wert, OH",43166,28275,,
2147,"Vinton, OH",34400,13085,,
2148,"Warren, OH",62111,234602,,
2149,"Washington, OH",44283,59911,,
2150,"Wayne, OH",46420,115710,,
2151,"Williams, OH",42970,36692,,
2152,"Wood, OH",48823,130817,,
2153,"Wyandot, OH",46428,21772,,
2154,"Adair, OK",29528,22194,,
2155,"Alfalfa, OK",39316,5702,,
2156,"Atoka, OK",32823,13758,,
2157,"Beaver, OK",52877,5311,,
2158,"Beckham, OK",38789,21859,,
2159,"Blaine, OK",42256,9429,,
2160,"Bryan, OK",35269,47995,,
2161,"Caddo, OK",37603,28762,,
2162,"Canadian, OK",46116,148306,,
2163,"Carter, OK",43578,48111,,
2164,"Cherokee, OK",33583,48657,,
2165,"Choctaw, OK",32368,14672,,
2166,"Cimarron, OK",71734,2137,,
2167,"Cleveland, OK",45675,284014,,
2168,"Coal, OK",38741,5495,,
2169,"Comanche, OK",42676,120749,,
2170,"Cotton, OK",43032,5666,,
2171,"Craig, OK",38861,14142,,
2172,"Creek, OK",41624,71522,,
2173,"Custer, OK",41261,29003,,
2174,"Delaware, OK",33113,43009,,
2175,"Dewey, OK",47685,4891,,
2176,"Ellis, OK",54037,3859,,
2177,"Garfield, OK",44899,61056,,
2178,"Garvin, OK",39303,27711,,
2179,"Grady, OK",40777,55834,,
2180,"Grant, OK",46669,4333,,
2181,"Greer, OK",30055,5712,,
2182,"Harmon, OK",42281,2653,,
2183,"Harper, OK",53798,3688,,
2184,"Haskell, OK",32972,12627,,
2185,"Hughes, OK",42601,13279,,
2186,"Jackson, OK",43321,24530,,
2187,"Jefferson, OK",34118,6002,,
2188,"Johnston, OK",34931,11085,,
2189,"Kay, OK",41469,43538,,
2190,"Kingfisher, OK",54342,15765,,
2191,"Kiowa, OK",37761,8708,,
2192,"Latimer, OK",35167,10073,,
2193,"Le Flore, OK",33222,49853,,
2194,"Lincoln, OK",35697,34877,,
2195,"Logan, OK",43861,48011,,
2196,"Love, OK",37666,10253,,
2197,"McClain, OK",46874,40474,,
2198,"McCurtain, OK",33002,32832,,
2199,"McIntosh, OK",35335,19596,,
2200,"Major, OK",43815,7629,,
2201,"Marshall, OK",33857,16931,,
2202,"Mayes, OK",36363,41100,,
2203,"Murray, OK",43275,14073,,
2204,"Muskogee, OK",37827,67997,,
2205,"Noble, OK",44037,11131,,
2206,"Nowata, OK",37054,10076,,
2207,"Okfuskee, OK",31212,11993,,
2208,"Oklahoma, OK",52048,797434,,
2209,"Okmulgee, OK",34888,38465,,
2210,"Osage, OK",35458,46963,,
2211,"Ottawa, OK",38291,31127,,
2212,"Pawnee, OK",36538,16376,,
2213,"Payne, OK",38276,81784,,
2214,"Pittsburg, OK",39331,43654,,
2215,"Pontotoc, OK",44712,38284,,
2216,"Pottawatomie, OK",38053,72592,,
2217,"Pushmataha, OK",32830,11096,,
2218,"Roger Mills, OK",44454,3583,,
2219,"Rogers, OK",47635,92459,,
2220,"Seminole, OK",34658,24258,,
2221,"Sequoyah, OK",33665,41569,,
2222,"Stephens, OK",43723,43143,,
2223,"Texas, OK",61652,19983,,
2224,"Tillman, OK",38674,7250,,
2225,"Tulsa, OK",64699,651552,,
2226,"Wagoner, OK",40851,81289,,
2227,"Washington, OK",66805,51527,,
2228,"Washita, OK",36141,10916,,
2229,"Woods, OK",44427,8793,,
2230,"Woodward, OK",38156,20211,,
2231,"Baker, OR",42494,16124,,
2232,"Benton, OR",48725,93053,,
2233,"Clackamas, OR",61726,418187,,
2234,"Clatsop, OR",47081,40224,,
2235,"Columbia, OR",46019,52354,,
2236,"Coos, OR",46429,64487,,
2237,"Crook, OR",42584,24404,,
2238,"Curry, OR",45474,22925,,
2239,"Deschutes, OR",56447,197692,,
2240,"Douglas, OR",42334,110980,,
2241,"Gilliam, OR",55409,1912,,
2242,"Grant, OR",42888,7199,,
2243,"Harney, OR",41818,7393,,
2244,"Hood River, OR",56325,23382,,
2245,"Jackson, OR",48291,220944,,
2246,"Jefferson, OR",35155,24658,,
2247,"Josephine, OR",43554,87487,,
2248,"Klamath, OR",41613,68238,,
2249,"Lake, OR",43228,7869,,
2250,"Lane, OR",47340,382067,,
2251,"Lincoln, OR",45935,49962,,
2252,"Linn, OR",44830,129749,,
2253,"Malheur, OR",34576,30571,,
2254,"Marion, OR",45158,347818,,
2255,"Morrow, OR",48605,11603,,
2256,"Multnomah, OR",60773,812855,,
2257,"Polk, OR",42897,86085,,
2258,"Sherman, OR",56940,1780,,
2259,"Tillamook, OR",45879,27036,,
2260,"Umatilla, OR",41928,77950,,
2261,"Union, OR",41721,26835,,
2262,"Wallowa, OR",46044,7208,,
2263,"Wasco, OR",43596,26682,,
2264,"Washington, OR",64043,601592,,
2265,"Wheeler, OR",39368,1332,,
2266,"Yamhill, OR",47494,107100,,
2267,"Adams, PA",50182,103009,,
2268,"Allegheny, PA",65784,1216045,,
2269,"Armstrong, PA",46925,64735,,
2270,"Beaver, PA",50600,163929,,
2271,"Bedford, PA",43426,47888,,
2272,"Berks, PA",51299,421164,,
2273,"Blair, PA",48277,121829,,
2274,"Bradford, PA",43187,60323,,
2275,"Bucks, PA",75864,628270,,
2276,"Butler, PA",60493,187853,,
2277,"Cambria, PA",45107,130192,,
2278,"Cameron, PA",47470,4447,,
2279,"Carbon, PA",53053,64182,,
2280,"Centre, PA",47564,162385,,
2281,"Chester, PA",87557,524989,,
2282,"Clarion, PA",42281,38438,,
2283,"Clearfield, PA",46253,79255,,
2284,"Clinton, PA",40669,38632,,
2285,"Columbia, PA",43793,64964,,
2286,"Crawford, PA",42237,84629,,
2287,"Cumberland, PA",56540,253370,,
2288,"Dauphin, PA",52716,278299,,
2289,"Delaware, PA",69740,566747,,
2290,"Elk, PA",49141,29910,,
2291,"Erie, PA",46379,269728,,
2292,"Fayette, PA",43835,129274,,
2293,"Forest, PA",24113,7247,,
2294,"Franklin, PA",47934,155027,,
2295,"Fulton, PA",45774,14530,,
2296,"Greene, PA",45161,36233,,
2297,"Huntingdon, PA",39371,45144,,
2298,"Indiana, PA",41503,84073,,
2299,"Jefferson, PA",45855,43425,,
2300,"Juniata, PA",46258,24763,,
2301,"Lackawanna, PA",48967,209674,,
2302,"Lancaster, PA",54314,545724,,
2303,"Lawrence, PA",45252,85512,,
2304,"Lebanon, PA",48924,141793,,
2305,"Lehigh, PA",54471,369318,,
2306,"Luzerne, PA",46363,317417,,
2307,"Lycoming, PA",44941,113299,,
2308,"McKean, PA",44774,40625,,
2309,"Mercer, PA",43682,109424,,
2310,"Mifflin, PA",40641,46138,,
2311,"Monroe, PA",43823,170271,,
2312,"Montgomery, PA",82037,830915,,
2313,"Montour, PA",58872,18230,,
2314,"Northampton, PA",56931,305285,,
2315,"Northumberland, PA",43289,90843,,
2316,"Perry, PA",46212,46272,,
2317,"Philadelphia, PA",57265,1584064,,
2318,"Pike, PA",49873,55809,,
2319,"Potter, PA",45887,16526,,
2320,"Schuylkill, PA",44055,141359,,
2321,"Snyder, PA",43286,40372,,
2322,"Somerset, PA",43103,73447,,
2323,"Sullivan, PA",47455,6066,,
2324,"Susquehanna, PA",46737,40328,,
2325,"Tioga, PA",41990,40591,,
2326,"Union, PA",41400,44923,,
2327,"Venango, PA",43822,50668,,
2328,"Warren, PA",43401,39191,,
2329,"Washington, PA",60295,206865,,
2330,"Wayne, PA",45221,51361,,
2331,"Westmoreland, PA",53740,348899,,
2332,"Wyoming, PA",47099,26794,,
2333,"York, PA",51585,449058,,
2334,"Bristol, RI",78975,48479,,
2335,"Kent, RI",60874,164292,,
2336,"Newport, RI",70893,82082,,
2337,"Providence, RI",49392,638931,,
2338,"Washington, RI",67688,125577,,
2339,"Abbeville, SC",35219,24527,,
2340,"Aiken, SC",44349,170872,,
2341,"Allendale, SC",33582,8688,,
2342,"Anderson, SC",41170,202558,,
2343,"Bamberg, SC",35203,14066,,
2344,"Barnwell, SC",35606,20866,,
2345,"Beaufort, SC",59318,192122,,
2346,"Berkeley, SC",42365,227907,,
2347,"Calhoun, SC",41136,14553,,
2348,"Charleston, SC",63901,411406,,
2349,"Cherokee, SC",33875,57300,,
2350,"Chester, SC",35227,32244,,
2351,"Chesterfield, SC",32249,45650,,
2352,"Clarendon, SC",34475,33745,,
2353,"Colleton, SC",37521,37677,,
2354,"Darlington, SC",39195,66618,,
2355,"Dillon, SC",30203,30479,,
2356,"Dorchester, SC",40926,162809,,
2357,"Edgefield, SC",37294,27260,,
2358,"Fairfield, SC",37834,22347,,
2359,"Florence, SC",44001,138293,,
2360,"Georgetown, SC",49341,62680,,
2361,"Greenville, SC",49801,523542,,
2362,"Greenwood, SC",38180,70811,,
2363,"Hampton, SC",34322,19222,,
2364,"Horry, SC",39028,354081,,
2365,"Jasper, SC",31488,30073,,
2366,"Kershaw, SC",42929,66551,,
2367,"Lancaster, SC",52396,98012,,
2368,"Laurens, SC",35441,67493,,
2369,"Lee, SC",33605,16828,,
2370,"Lexington, SC",47992,298750,,
2371,"McCormick, SC",40004,9463,,
2372,"Marion, SC",33569,30657,,
2373,"Marlboro, SC",32637,26118,,
2374,"Newberry, SC",39024,38440,,
2375,"Oconee, SC",45004,79546,,
2376,"Orangeburg, SC",35656,86175,,
2377,"Pickens, SC",39549,126884,,
2378,"Richland, SC",47299,415759,,
2379,"Saluda, SC",34353,20473,,
2380,"Spartanburg, SC",44169,319785,,
2381,"Sumter, SC",40019,106721,,
2382,"Union, SC",34341,27316,,
2383,"Williamsburg, SC",34993,30368,,
2384,"York, SC",48588,280979,,
2385,"Aurora, SD",40709,2751,,
2386,"Beadle, SD",49521,18453,,
2387,"Bennett, SD",36759,3365,,
2388,"Bon Homme, SD",40713,6901,,
2389,"Brookings, SD",47782,35077,,
2390,"Brown, SD",55397,38839,,
2391,"Brule, SD",45320,5297,,
2392,"Buffalo, SD",20682,1962,,
2393,"Butte, SD",38449,10429,,
2394,"Campbell, SD",48544,1376,,
2395,"Charles Mix, SD",41567,9292,,
2396,"Clark, SD",46281,3736,,
2397,"Clay, SD",40589,14070,,
2398,"Codington, SD",51250,28009,,
2399,"Corson, SD",27114,4086,,
2400,"Custer, SD",49665,8972,,
2401,"Davison, SD",53275,19775,,
2402,"Day, SD",46087,5424,,
2403,"Deuel, SD",52808,4351,,
2404,"Dewey, SD",38051,5892,,
2405,"Douglas, SD",59855,2921,,
2406,"Edmunds, SD",54210,3829,,
2407,"Fall River, SD",48186,6713,,
2408,"Faulk, SD",56814,2299,,
2409,"Grant, SD",57365,7052,,
2410,"Gregory, SD",44981,4185,,
2411,"Haakon, SD",51865,1899,,
2412,"Hamlin, SD",44145,6164,,
2413,"Hand, SD",54579,3191,,
2414,"Hanson, SD",65135,3453,,
2415,"Harding, SD",50170,1298,,
2416,"Hughes, SD",54352,17526,,
2417,"Hutchinson, SD",56811,7291,,
2418,"Hyde, SD",48836,1301,,
2419,"Jackson, SD",27278,3344,,
2420,"Jerauld, SD",39599,2013,,
2421,"Jones, SD",58796,903,,
2422,"Kingsbury, SD",57495,4939,,
2423,"Lake, SD",51119,12797,,
2424,"Lawrence, SD",52919,25844,,
2425,"Lincoln, SD",70461,61128,,
2426,"Lyman, SD",41809,3781,,
2427,"McCook, SD",53322,5586,,
2428,"McPherson, SD",43635,2379,,
2429,"Marshall, SD",49754,4935,,
2430,"Meade, SD",44365,28332,,
2431,"Mellette, SD",31131,2061,,
2432,"Miner, SD",50603,2216,,
2433,"Minnehaha, SD",59905,193134,,
2434,"Moody, SD",51866,6576,,
2435,"Oglala Lakota, SD*",25840,14177,,
2436,"Pennington, SD",53071,113775,,
2437,"Perkins, SD",40282,2865,,
2438,"Potter, SD",72468,2153,,
2439,"Roberts, SD",36756,10394,,
2440,"Sanborn, SD",52093,2344,,
2441,"Spink, SD",55810,6376,,
2442,"Stanley, SD",62601,3098,,
2443,"Sully, SD",73244,1391,,
2444,"Todd, SD",26172,10177,,
2445,"Tripp, SD",51501,5441,,
2446,"Turner, SD",54445,8384,,
2447,"Union, SD",117055,15932,,
2448,"Walworth, SD",46589,5435,,
2449,"Yankton, SD",51011,22814,,
2450,"Ziebach, SD",19940,2756,,
2451,"Anderson, TN",43045,76978,,
2452,"Bedford, TN",38667,49713,,
2453,"Benton, TN",34482,16160,,
2454,"Bledsoe, TN",27113,15064,,
2455,"Blount, TN",45222,133088,,
2456,"Bradley, TN",40712,108110,,
2457,"Campbell, TN",34655,39842,,
2458,"Cannon, TN",36713,14678,,
2459,"Carroll, TN",37529,27767,,
2460,"Carter, TN",34691,56391,,
2461,"Cheatham, TN",46138,40667,,
2462,"Chester, TN",34800,17297,,
2463,"Claiborne, TN",35996,31959,,
2464,"Clay, TN",31056,7615,,
2465,"Cocke, TN",33340,36004,,
2466,"Coffee, TN",40415,56520,,
2467,"Crockett, TN",40735,14230,,
2468,"Cumberland, TN",37720,60520,,
2469,"Davidson, TN",71252,694144,,
2470,"Decatur, TN",41949,11663,,
2471,"DeKalb, TN",40280,20490,,
2472,"Dickson, TN",42088,53948,,
2473,"Dyer, TN",42552,37159,,
2474,"Fayette, TN",56361,41133,,
2475,"Fentress, TN",33727,18523,,
2476,"Franklin, TN",40370,42208,,
2477,"Gibson, TN",39892,49133,,
2478,"Giles, TN",38934,29464,,
2479,"Grainger, TN",34983,23320,,
2480,"Greene, TN",37287,69069,,
2481,"Grundy, TN",33635,13427,,
2482,"Hamblen, TN",38304,64934,,
2483,"Hamilton, TN",53360,367804,,
2484,"Hancock, TN",28083,6620,,
2485,"Hardeman, TN",30977,25050,,
2486,"Hardin, TN",40331,25652,,
2487,"Hawkins, TN",35077,56786,,
2488,"Haywood, TN",35920,17304,,
2489,"Henderson, TN",36986,28117,,
2490,"Henry, TN",42407,32345,,
2491,"Hickman, TN",33840,25178,,
2492,"Houston, TN",33635,8201,,
2493,"Humphreys, TN",39784,18582,,
2494,"Jackson, TN",31676,11786,,
2495,"Jefferson, TN",37494,54495,,
2496,"Johnson, TN",33058,17788,,
2497,"Knox, TN",51758,470313,,
2498,"Lake, TN",25772,7016,,
2499,"Lauderdale, TN",31976,25633,,
2500,"Lawrence, TN",35983,44142,,
2501,"Lewis, TN",36378,12268,,
2502,"Lincoln, TN",42134,34366,,
2503,"Loudon, TN",50154,54068,,
2504,"McMinn, TN",37601,53794,,
2505,"McNairy, TN",33914,25694,,
2506,"Macon, TN",33535,24602,,
2507,"Madison, TN",44135,97984,,
2508,"Marion, TN",40365,28907,,
2509,"Marshall, TN",39173,34375,,
2510,"Maury, TN",44246,96387,,
2511,"Meigs, TN",34472,12422,,
2512,"Monroe, TN",34720,46545,,
2513,"Montgomery, TN",43028,208993,,
2514,"Moore, TN",41565,6488,,
2515,"Morgan, TN",30962,21403,,
2516,"Obion, TN",42717,30069,,
2517,"Overton, TN",35085,22241,,
2518,"Perry, TN",34522,8076,,
2519,"Pickett, TN",39569,5048,,
2520,"Polk, TN",34234,16832,,
2521,"Putnam, TN",40223,80245,,
2522,"Rhea, TN",35424,33167,,
2523,"Roane, TN",41917,53382,,
2524,"Robertson, TN",43856,71813,,
2525,"Rutherford, TN",42712,332285,,
2526,"Scott, TN",31046,22068,,
2527,"Sequatchie, TN",39154,15026,,
2528,"Sevier, TN",41136,98250,,
2529,"Shelby, TN",50744,937166,,
2530,"Smith, TN",40290,20157,,
2531,"Stewart, TN",41155,13715,,
2532,"Sullivan, TN",43610,158348,,
2533,"Sumner, TN",50213,191283,,
2534,"Tipton, TN",40514,61599,,
2535,"Trousdale, TN",31835,11284,,
2536,"Unicoi, TN",37278,17883,,
2537,"Union, TN",32853,19972,,
2538,"Van Buren, TN",31628,5872,,
2539,"Warren, TN",35453,41277,,
2540,"Washington, TN",44593,129375,,
2541,"Wayne, TN",28922,16673,,
2542,"Weakley, TN",38465,33328,,
2543,"White, TN",33761,27345,,
2544,"Williamson, TN",95053,238412,,
2545,"Wilson, TN",50875,144657,,
2546,"Anderson, TX",36027,57735,,
2547,"Andrews, TX",51769,18705,,
2548,"Angelina, TX",39644,86715,,
2549,"Aransas, TX",51614,23510,,
2550,"Archer, TX",52335,8553,,
2551,"Armstrong, TX",53422,1887,,
2552,"Atascosa, TX",37644,51153,,
2553,"Austin, TX",51118,30032,,
2554,"Bailey, TX",44665,7000,,
2555,"Bandera, TX",44925,23112,,
2556,"Bastrop, TX",38289,88723,,
2557,"Baylor, TX",46615,3509,,
2558,"Bee, TX",29792,32565,,
2559,"Bell, TX",43919,362924,,
2560,"Bexar, TX",47830,2003554,,
2561,"Blanco, TX",54814,11931,,
2562,"Borden, TX",61287,654,,
2563,"Bosque, TX",42366,18685,,
2564,"Bowie, TX",41172,93245,,
2565,"Brazoria, TX",48374,374264,,
2566,"Brazos, TX",41348,229211,,
2567,"Brewster, TX",48422,9203,,
2568,"Briscoe, TX",44413,1546,,
2569,"Brooks, TX",36558,7093,,
2570,"Brown, TX",39661,37864,,
2571,"Burleson, TX",45970,18443,,
2572,"Burnet, TX",49731,48155,,
2573,"Caldwell, TX",34617,43664,,
2574,"Calhoun, TX",46208,21290,,
2575,"Callahan, TX",41962,13943,,
2576,"Cameron, TX",29928,423163,,
2577,"Camp, TX",37111,13094,,
2578,"Carson, TX",48571,5926,,
2579,"Cass, TX",37566,30026,,
2580,"Castro, TX",64427,7530,,
2581,"Chambers, TX",56610,43837,,
2582,"Cherokee, TX",35245,52646,,
2583,"Childress, TX",30731,7306,,
2584,"Clay, TX",44295,10471,,
2585,"Cochran, TX",39333,2853,,
2586,"Coke, TX",41669,3387,,
2587,"Coleman, TX",42683,8175,,
2588,"Collin, TX",68474,1034730,,
2589,"Collingsworth, TX",42026,2920,,
2590,"Colorado, TX",46909,21493,,
2591,"Comal, TX",60056,156209,,
2592,"Comanche, TX",43242,13635,,
2593,"Concho, TX",35758,2726,,
2594,"Cooke, TX",52875,41257,,
2595,"Coryell, TX",35570,75951,,
2596,"Cottle, TX",60260,1398,,
2597,"Crane, TX",51025,4797,,
2598,"Crockett, TX",44458,3464,,
2599,"Crosby, TX",37580,5737,,
2600,"Culberson, TX",59506,2171,,
2601,"Dallam, TX",64756,7287,,
2602,"Dallas, TX",62782,2635516,,
2603,"Dawson, TX",40131,12728,,
2604,"Deaf Smith, TX",52368,18546,,
2605,"Delta, TX",40622,5331,,
2606,"Denton, TX",59414,887207,,
2607,"DeWitt, TX",59389,20160,,
2608,"Dickens, TX",33843,2211,,
2609,"Dimmit, TX",38800,10124,,
2610,"Donley, TX",45531,3278,,
2611,"Duval, TX",39029,11157,,
2612,"Eastland, TX",78826,18360,,
2613,"Ector, TX",50161,166223,,
2614,"Edwards, TX",45429,1932,,
2615,"Ellis, TX",45968,184826,,
2616,"El Paso, TX",37715,839238,,
2617,"Erath, TX",40462,42698,,
2618,"Falls, TX",35258,17297,,
2619,"Fannin, TX",39830,35514,,
2620,"Fayette, TX",54552,25346,,
2621,"Fisher, TX",44630,3830,,
2622,"Floyd, TX",44646,5712,,
2623,"Foard, TX",44895,1155,,
2624,"Fort Bend, TX",59653,811688,,
2625,"Franklin, TX",41307,10725,,
2626,"Freestone, TX",38182,19717,,
2627,"Frio, TX",30223,20306,,
2628,"Gaines, TX",44405,21492,,
2629,"Galveston, TX",54250,342139,,
2630,"Garza, TX",32601,6229,,
2631,"Gillespie, TX",63291,26988,,
2632,"Glasscock, TX",84623,1409,,
2633,"Goliad, TX",45589,7658,,
2634,"Gonzales, TX",44789,20837,,
2635,"Gray, TX",44127,21886,,
2636,"Grayson, TX",43987,136212,,
2637,"Gregg, TX",47109,123945,,
2638,"Grimes, TX",36909,28880,,
2639,"Guadalupe, TX",45797,166847,,
2640,"Hale, TX",35633,33406,,
2641,"Hall, TX",33095,2964,,
2642,"Hamilton, TX",60584,8461,,
2643,"Hansford, TX",65330,5399,,
2644,"Hardeman, TX",42023,3933,,
2645,"Hardin, TX",47221,57602,,
2646,"Harris, TX",60002,4713325,,
2647,"Harrison, TX",42891,66553,,
2648,"Hartley, TX",81238,5576,,
2649,"Haskell, TX",39899,5658,,
2650,"Hays, TX",45332,230191,,
2651,"Hemphill, TX",57053,3819,,
2652,"Henderson, TX",40135,82737,,
2653,"Hidalgo, TX",27415,868707,,
2654,"Hill, TX",41240,36649,,
2655,"Hockley, TX",42162,23021,,
2656,"Hood, TX",51384,61643,,
2657,"Hopkins, TX",41562,37084,,
2658,"Houston, TX",39609,22968,,
2659,"Howard, TX",43348,36664,,
2660,"Hudspeth, TX",23569,4886,,
2661,"Hunt, TX",38892,98594,,
2662,"Hutchinson, TX",43981,20938,,
2663,"Irion, TX",72177,1536,,
2664,"Jack, TX",40827,8935,,
2665,"Jackson, TX",46596,14760,,
2666,"Jasper, TX",40834,35529,,
2667,"Jeff Davis, TX",43080,2274,,
2668,"Jefferson, TX",44613,251565,,
2669,"Jim Hogg, TX",33602,5200,,
2670,"Jim Wells, TX",42174,40482,,
2671,"Johnson, TX",43759,175817,,
2672,"Jones, TX",32639,20083,,
2673,"Karnes, TX",56449,15601,,
2674,"Kaufman, TX",43972,136154,,
2675,"Kendall, TX",81882,47431,,
2676,"Kenedy, TX",42262,404,,
2677,"Kent, TX",54630,762,,
2678,"Kerr, TX",51768,52600,,
2679,"Kimble, TX",44371,4337,,
2680,"King, TX",78849,272,,
2681,"Kinney, TX",32219,3667,,
2682,"Kleberg, TX",41526,30680,,
2683,"Knox, TX",39587,3664,,
2684,"Lamar, TX",43063,49859,,
2685,"Lamb, TX",45655,12893,,
2686,"Lampasas, TX",50656,21428,,
2687,"La Salle, TX",39913,7520,,
2688,"Lavaca, TX",53483,20154,,
2689,"Lee, TX",50665,17239,,
2690,"Leon, TX",40056,17404,,
2691,"Liberty, TX",37874,88219,,
2692,"Limestone, TX",37774,23437,,
2693,"Lipscomb, TX",77810,3233,,
2694,"Live Oak, TX",37415,12207,,
2695,"Llano, TX",49905,21795,,
2696,"Loving, TX",53734,169,,
2697,"Lubbock, TX",44311,310569,,
2698,"Lynn, TX",43141,5951,,
2699,"McCulloch, TX",38895,7984,,
2700,"McLennan, TX",42159,256623,,
2701,"McMullen, TX",65250,743,,
2702,"Madison, TX",32648,14284,,
2703,"Marion, TX",39895,9854,,
2704,"Martin, TX",60844,5771,,
2705,"Mason, TX",47439,4274,,
2706,"Matagorda, TX",45237,36643,,
2707,"Maverick, TX",31380,58722,,
2708,"Medina, TX",41095,51584,,
2709,"Menard, TX",37218,2138,,
2710,"Midland, TX",130983,176832,,
2711,"Milam, TX",37238,24823,,
2712,"Mills, TX",39334,4873,,
2713,"Mitchell, TX",33593,8545,,
2714,"Montague, TX",42230,19818,,
2715,"Montgomery, TX",63424,607391,,
2716,"Moore, TX",46108,20940,,
2717,"Morris, TX",41068,12388,,
2718,"Motley, TX",32988,1200,,
2719,"Nacogdoches, TX",38569,65204,,
2720,"Navarro, TX",39652,50113,,
2721,"Newton, TX",34265,13595,,
2722,"Nolan, TX",46066,14714,,
2723,"Nueces, TX",44889,362294,,
2724,"Ochiltree, TX",60862,9836,,
2725,"Oldham, TX",55479,2112,,
2726,"Orange, TX",45663,83396,,
2727,"Palo Pinto, TX",41193,29189,,
2728,"Panola, TX",45467,23194,,
2729,"Parker, TX",55811,142878,,
2730,"Parmer, TX",49541,9605,,
2731,"Pecos, TX",39731,15823,,
2732,"Polk, TX",39818,51353,,
2733,"Potter, TX",46086,117415,,
2734,"Presidio, TX",46581,6704,,
2735,"Rains, TX",34819,12514,,
2736,"Randall, TX",49544,137713,,
2737,"Reagan, TX",51945,3849,,
2738,"Real, TX",36070,3452,,
2739,"Red River, TX",43039,12023,,
2740,"Reeves, TX",45458,15976,,
2741,"Refugio, TX",46464,6948,,
2742,"Roberts, TX",48344,854,,
2743,"Robertson, TX",42463,17074,,
2744,"Rockwall, TX",62237,104915,,
2745,"Runnels, TX",41929,10264,,
2746,"Rusk, TX",37697,54406,,
2747,"Sabine, TX",36627,10542,,
2748,"San Augustine, TX",42299,8237,,
2749,"San Jacinto, TX",36260,28859,,
2750,"San Patricio, TX",46506,66730,,
2751,"San Saba, TX",40521,6055,,
2752,"Schleicher, TX",42255,2793,,
2753,"Scurry, TX",42915,16703,,
2754,"Shackelford, TX",113163,3265,,
2755,"Shelby, TX",41767,25274,,
2756,"Sherman, TX",97002,3022,,
2757,"Smith, TX",56292,232751,,
2758,"Somervell, TX",45812,9128,,
2759,"Starr, TX",27713,64633,,
2760,"Stephens, TX",43971,9366,,
2761,"Sterling, TX",61920,1291,,
2762,"Stonewall, TX",58541,1350,,
2763,"Sutton, TX",61646,3776,,
2764,"Swisher, TX",51779,7397,,
2765,"Tarrant, TX",53292,2102515,,
2766,"Taylor, TX",47793,138034,,
2767,"Terrell, TX",49591,776,,
2768,"Terry, TX",37741,12337,,
2769,"Throckmorton, TX",41454,1501,,
2770,"Titus, TX",37070,32750,,
2771,"Tom Green, TX",48876,119200,,
2772,"Travis, TX",71666,1273954,,
2773,"Trinity, TX",36062,14651,,
2774,"Tyler, TX",32978,21672,,
2775,"Upshur, TX",37563,41753,,
2776,"Upton, TX",47118,3657,,
2777,"Uvalde, TX",41116,26741,,
2778,"Val Verde, TX",38331,49025,,
2779,"Van Zandt, TX",39609,56590,,
2780,"Victoria, TX",48938,92084,,
2781,"Walker, TX",29838,72971,,
2782,"Waller, TX",42456,55246,,
2783,"Ward, TX",53870,11998,,
2784,"Washington, TX",55735,35882,,
2785,"Webb, TX",32466,276652,,
2786,"Wharton, TX",45221,41556,,
2787,"Wheeler, TX",44309,5056,,
2788,"Wichita, TX",44479,132230,,
2789,"Wilbarger, TX",46314,12769,,
2790,"Willacy, TX",27584,21358,,
2791,"Williamson, TX",53145,590551,,
2792,"Wilson, TX",46448,51070,,
2793,"Winkler, TX",63667,8010,,
2794,"Wise, TX",44870,69984,,
2795,"Wood, TX",39803,45539,,
2796,"Yoakum, TX",44932,8713,,
2797,"Young, TX",50732,18010,,
2798,"Zapata, TX",28936,14179,,
2799,"Zavala, TX",30779,11840,,
2800,"Beaver, UT",40889,6710,,
2801,"Box Elder, UT",40621,56046,,
2802,"Cache, UT",41811,128289,,
2803,"Carbon, UT",40679,20463,,
2804,"Daggett, UT",47753,950,,
2805,"Davis, UT",48423,355481,,
2806,"Duchesne, UT",37869,19938,,
2807,"Emery, UT",35177,10012,,
2808,"Garfield, UT",39900,5051,,
2809,"Grand, UT",59196,9754,,
2810,"Iron, UT",34353,54839,,
2811,"Juab, UT",39103,12017,,
2812,"Kane, UT",41502,7886,,
2813,"Millard, UT",38336,13188,,
2814,"Morgan, UT",55967,12124,,
2815,"Piute, UT",44169,1479,,
2816,"Rich, UT",40845,2483,,
2817,"Salt Lake, UT",55446,1160437,,
2818,"San Juan, UT",28074,15308,,
2819,"Sanpete, UT",30592,30939,,
2820,"Sevier, UT",37558,21620,,
2821,"Summit, UT",151326,42145,,
2822,"Tooele, UT",38446,72259,,
2823,"Uintah, UT",32241,35734,,
2824,"Utah, UT",42995,636235,,
2825,"Wasatch, UT",59584,34091,,
2826,"Washington, UT",40886,177556,,
2827,"Wayne, UT",42426,2711,,
2828,"Weber, UT",43707,260213,,
2829,"Addison, VT",52966,36777,,
2830,"Bennington, VT",55870,35470,,
2831,"Caledonia, VT",43113,29993,,
2832,"Chittenden, VT",61858,163774,,
2833,"Essex, VT",38844,6163,,
2834,"Franklin, VT",47889,49402,,
